OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,Sales
O00075,2024-07-09,C0149,P0077,2,1713.6,0.05,3255.84
O00076,2024-01-06,C0261,P0058,1,20582.78,0.05,19553.64
O00077,2023-08-31,C0405,P0127,1,1004.21,0.2,803.37
O00078,2024-01-13,C0240,P0142,2,8294.73,0.0,16589.46
O00079,2023-03-09,C0159,P0102,4,4222.04,0.15,14354.94
O00080,2024-08-11,C0038,P0033,3,26599.82,0.15,67829.54
O00081,2024-04-22,C0349,P0133,3,14314.76,0.2,34355.42
O00082,2024-10-17,C0301,P0047,2,12671.87,0.0,25343.74
O00083,2023-05-08,C0266,P0040,3,5630.73,0.1,15202.97
O00084,2024-12-27,C0116,P0089,5,17851.81,0.0,89259.05
O00085,2023-09-14,C0101,P0142,3,7093.74,0.1,19153.1
O00086,2024-09-21,C0274,P0024,5,3820.64,0.2,15282.56
O00087,2024-08-17,C0079,P0044,5,25274.37,0.2,101097.48
O00088,2023-12-12,C0432,P0145,1,21438.38,0.0,21438.38
O00089,2023-03-25,C0024,P0148,3,21988.66,0.2,52772.78
O00090,2024-03-02,C0317,P0008,4,8799.92,0.2,28159.74
O00091,2023-10-24,C0329,P0078,4,12718.04,0.15,43241.34
O00092,2023-11-01,C0233,P0019,1,21039.83,0.15,17883.86
O00093,2024-05-10,C0238,P0053,3,2901.0,0.1,7832.7
O00094,2023-11-23,C0376,P0089,4,14109.17,0.1,50793.01
O00095,2024-06-11,C0288,P0028,3,11656.52,0.0,34969.56
O00096,2023-10-01,C0231,P0064,2,709.29,0.1,1276.72
O00097,2024-01-29,C0443,P0158,4,6017.73,0.05,22867.37
O00098,2023-12-02,C0479,P0148,3,19006.33,0.05,54168.04
O00099,2024-05-25,C0264,P0120,4,1044.93,0.15,3552.76
O00100,2023-01-24,C0047,P0101,5,17151.17,0.05,81468.06
O00101,2023-08-09,C0299,P0091,1,12386.75,0.15,10528.74
O00102,2024-09-03,C0452,P0121,3,21854.28,0.0,65562.84
O00103,2024-03-17,C0069,P0068,3,6290.98,0.1,16985.65
O00104,2023-02-16,C0206,P0014,5,21218.72,0.1,95484.24
O00105,2024-07-20,C0148,P0019,4,23544.4,0.2,75342.08
O00106,2023-10-14,C0423,P0160,5,7279.25,0.0,36396.25
O00107,2024-02-08,C0192,P0087,5,14619.04,0.05,69440.44
O00108,2023-07-23,C0309,P0131,4,14870.21,0.0,59480.84
O00109,2023-02-09,C0071,P0086,4,10660.67,0.05,40510.55
O00110,2024-09-12,C0458,P0132,2,1528.7,0.2,2445.92
O00111,2023-11-23,C0084,P0101,5,18659.68,0.1,83968.56
O00112,2024-08-30,C0173,P0130,5,19021.29,0.2,76085.16
O00113,2023-11-03,C0244,P0005,3,9634.33,0.0,28902.99
O00114,2024-03-02,C0299,P0079,1,12891.85,0.1,11602.67
O00115,2024-11-02,C0401,P0149,5,20560.45,0.0,102802.25
O00116,2024-08-20,C0246,P0044,5,24607.25,0.2,98429.0
O00117,2024-01-25,C0076,P0063,1,17152.1,0.0,17152.1
O00118,2023-07-15,C0010,P0113,3,5592.55,0.15,14261.0
O00119,2024-12-08,C0105,P0106,5,15814.63,0.15,67212.18
O00120,2023-03-05,C0362,P0036,5,12804.26,0.1,57619.17
O00121,2024-11-09,C0245,P0135,4,12029.64,0.05,45712.63
O00122,2024-04-15,C0468,P0137,3,3235.08,0.1,8734.72
O00123,2024-09-16,C0248,P0050,2,18070.05,0.1,32526.09
O00124,2023-08-19,C0483,P0077,3,1710.18,0.15,4360.96
O00125,2023-11-21,C0246,P0090,5,8318.27,0.1,37432.22
O00126,2023-10-22,C0063,P0147,5,12650.46,0.15,53764.45
O00127,2023-12-20,C0489,P0038,3,13149.84,0.0,39449.52
O00128,2023-12-21,C0474,P0114,3,6491.13,0.05,18499.72
O00129,2023-07-26,C0424,P0138,3,8556.81,0.1,23103.39
O00130,2023-05-21,C0056,P0158,5,5999.69,0.0,29998.45
O00131,2024-11-16,C0464,P0136,2,7600.79,0.0,15201.58
O00132,2023-04-13,C0212,P0085,4,1601.25,0.05,6084.75
O00133,2023-01-06,C0494,P0141,2,15237.29,0.15,25903.39
O00134,2024-05-03,C0334,P0052,3,4004.25,0.0,12012.75
O00135,2023-04-02,C0334,P0147,2,13278.84,0.0,26557.68
O00136,2023-06-29,C0214,P0046,1,28382.55,0.15,24125.17
O00137,2024-05-22,C0096,P0075,1,17484.59,0.2,13987.67
O00138,2024-09-09,C0055,P0086,3,10448.77,0.2,25077.05
O00139,2024-06-20,C0253,P0035,5,20409.33,0.05,96944.32
O00140,2023-04-26,C0170,P0042,4,24905.45,0.05,94640.71
O00141,2023-01-15,C0378,P0087,3,13148.13,0.05,37472.17
O00142,2023-06-29,C0313,P0104,4,2672.25,0.0,10689.0
O00143,2024-02-15,C0343,P0025,2,29010.85,0.15,49318.44
O00144,2023-11-28,C0480,P0064,1,750.14,0.05,712.63
O00145,2024-04-02,C0386,P0069,3,8185.9,0.2,19646.16
O00146,2023-01-12,C0134,P0093,2,10330.14,0.0,20660.28
O00147,2024-04-21,C0158,P0041,4,24338.19,0.1,87617.48
O00148,2024-12-07,C0061,P0076,3,8896.97,0.05,25356.36
O00149,2023-05-17,C0245,P0040,4,6757.16,0.2,21622.91
O00150,2024-01-18,C0213,P0141,4,16928.76,0.05,64329.29
O00151,2023-09-11,C0349,P0153,1,11097.86,0.2,8878.29
O00152,2024-12-21,C0186,P0020,5,7232.08,0.2,28928.32
O00153,2024-06-01,C0104,P0147,5,11721.42,0.1,52746.39
O00154,2024-06-16,C0227,P0030,2,3439.68,0.15,5847.46
O00155,2023-04-04,C0461,P0131,4,16282.23,0.15,55359.58
O00156,2023-05-16,C0263,P0107,4,15004.61,0.2,48014.75
O00157,2024-04-18,C0345,P0079,1,12117.78,0.0,12117.78
O00158,2023-08-12,C0297,P0019,1,22961.56,0.0,22961.56
O00159,2024-07-08,C0031,P0018,4,18692.22,0.15,63553.55
O00160,2023-07-04,C0394,P0035,4,19815.96,0.15,67374.26
O00161,2024-04-04,C0446,P0097,4,5046.29,0.2,16148.13
O00162,2023-05-17,C0335,P0090,1,6612.87,0.2,5290.3
O00163,2024-02-07,C0271,P0033,2,28109.1,0.0,56218.2
O00164,2023-11-02,C0238,P0140,4,1443.08,0.05,5483.7
O00165,2023-09-11,C0236,P0089,2,14818.77,0.0,29637.54
O00166,2023-02-02,C0415,P0108,5,3685.08,0.0,18425.4
O00167,2023-09-04,C0106,P0018,1,22470.06,0.15,19099.55
O00168,2024-09-04,C0345,P0013,2,25274.69,0.15,42966.97
O00169,2024-03-25,C0120,P0139,2,13786.72,0.0,27573.44
O00170,2023-05-24,C0258,P0075,2,22595.25,0.2,36152.4
O00171,2023-11-23,C0296,P0154,3,732.34,0.05,2087.17
O00172,2024-11-07,C0267,P0057,4,20911.68,0.0,83646.72
O00173,2024-07-24,C0486,P0152,2,15601.56,0.15,26522.65
O00174,2024-07-23,C0254,P0013,3,26730.44,0.15,68162.62
O00175,2024-06-21,C0164,P0107,4,13126.97,0.15,44631.7
O00176,2023-07-08,C0387,P0138,4,6948.95,0.05,26406.01
O00177,2023-11-04,C0440,P0037,4,19821.85,0.2,63429.92
O00178,2024-02-27,C0496,P0107,5,14851.03,0.15,63116.88
O00179,2023-09-06,C0131,P0053,3,2935.61,0.15,7485.81
O00180,2024-01-15,C0048,P0138,2,6508.84,0.15,11065.03
O00181,2024-11-20,C0310,P0155,1,23287.1,0.05,22122.74
O00182,2024-08-24,C0371,P0144,2,8650.67,0.1,15571.21
O00183,2023-11-07,C0490,P0004,2,24979.8,0.0,49959.6
O00184,2024-05-05,C0469,P0063,5,17829.39,0.15,75774.91
O00185,2023-09-03,C0283,P0083,3,21747.1,0.2,52193.04
O00186,2024-10-26,C0184,P0079,3,11977.94,0.15,30543.75
O00187,2024-04-22,C0051,P0121,3,24365.34,0.1,65786.42
O00188,2023-11-17,C0212,P0012,5,17646.64,0.05,83821.54
O00189,2023-01-17,C0134,P0142,5,8213.79,0.15,34908.61
O00190,2023-10-30,C0079,P0051,3,10130.53,0.2,24313.27
O00191,2023-09-09,C0256,P0141,3,14515.32,0.15,37014.07
O00192,2024-10-19,C0379,P0126,4,3512.53,0.1,12645.11
O00193,2023-06-23,C0072,P0140,4,1290.11,0.2,4128.35
O00194,2024-10-19,C0491,P0016,5,13912.05,0.0,69560.25
O00195,2024-11-15,C0025,P0002,4,13668.14,0.05,51938.93
O00196,2023-03-11,C0363,P0039,1,22345.89,0.15,18994.01
O00197,2024-01-18,C0031,P0159,5,15492.65,0.15,65843.76
O00198,2023-01-17,C0004,P0137,5,3102.65,0.0,15513.25
O00199,2024-06-26,C0370,P0071,5,25639.75,0.0,128198.75
O00200,2024-05-29,C0417,P0111,2,22141.07,0.0,44282.14
O00201,2024-06-20,C0077,P0062,2,12405.38,0.1,22329.68
O00202,2023-12-29,C0137,P0102,1,4025.3,0.15,3421.51
O00203,2024-04-15,C0290,P0063,2,15744.88,0.0,31489.76
O00204,2024-10-31,C0440,P0009,1,16701.46,0.15,14196.24
O00205,2024-07-19,C0244,P0015,1,9910.98,0.0,9910.98
O00206,2024-05-26,C0433,P0112,3,9500.05,0.0,28500.15
O00207,2024-06-24,C0471,P0011,2,17702.69,0.2,28324.3
O00208,2024-05-01,C0139,P0012,1,16769.42,0.1,15092.48
O00209,2024-07-10,C0289,P0009,2,19472.37,0.1,35050.27
O00210,2023-01-17,C0493,P0054,5,9586.36,0.15,40742.03
O00211,2023-03-20,C0154,P0042,5,21916.66,0.15,93145.8
O00212,2024-11-24,C0460,P0139,3,12328.96,0.05,35137.54
O00213,2024-12-06,C0371,P0021,5,16324.57,0.1,73460.57
O00214,2023-02-24,C0051,P0112,2,10281.68,0.1,18507.02
O00215,2024-09-11,C0394,P0158,5,6315.65,0.1,28420.42
O00216,2023-01-31,C0325,P0070,4,23371.89,0.1,84138.8
O00217,2024-07-20,C0482,P0097,4,5234.37,0.2,16749.98
O00218,2024-11-07,C0195,P0022,5,2417.59,0.05,11483.55
O00219,2024-12-31,C0038,P0022,3,2305.53,0.05,6570.76
O00220,2024-02-03,C0163,P0093,1,10438.12,0.1,9394.31
O00221,2024-03-31,C0185,P0070,1,20789.23,0.05,19749.77
O00222,2024-03-17,C0230,P0143,5,3806.94,0.0,19034.7
O00223,2023-01-27,C0046,P0091,5,12574.83,0.2,50299.32
O00224,2023-11-29,C0443,P0099,1,11168.79,0.15,9493.47
O00225,2023-03-28,C0372,P0144,2,8898.63,0.05,16907.4
O00226,2024-12-02,C0195,P0044,2,21984.83,0.1,39572.69
O00227,2024-05-19,C0075,P0017,2,18438.49,0.15,31345.43
O00228,2023-11-03,C0248,P0020,3,7584.54,0.05,21615.94
O00229,2024-10-02,C0254,P0153,5,9979.92,0.0,49899.6
O00230,2023-05-19,C0156,P0002,4,14589.88,0.2,46687.62
O00231,2024-01-25,C0412,P0085,4,1732.81,0.2,5544.99
O00232,2023-05-20,C0154,P0083,5,25683.1,0.05,121994.72
O00233,2024-05-05,C0161,P0046,4,28167.08,0.1,101401.49
O00234,2024-12-12,C0325,P0126,5,4251.25,0.1,19130.62
O00235,2024-01-21,C0144,P0101,3,15315.09,0.2,36756.22
O00236,2023-07-24,C0304,P0140,2,1508.94,0.2,2414.3
O00237,2023-01-28,C0488,P0119,2,15749.37,0.1,28348.87
O00238,2024-12-10,C0036,P0105,4,17136.48,0.1,61691.33
O00239,2023-09-05,C0130,P0040,4,6837.03,0.0,27348.12
O00240,2024-04-04,C0307,P0123,5,7962.59,0.2,31850.36
O00241,2024-12-09,C0215,P0140,1,1556.87,0.1,1401.18
O00242,2024-12-19,C0459,P0138,5,7871.8,0.0,39359.0
O00243,2023-04-22,C0394,P0064,3,726.61,0.2,1743.86
O00244,2023-02-15,C0289,P0103,3,2272.89,0.15,5795.87
O00245,2023-04-19,C0006,P0026,3,21739.64,0.2,52175.14
O00246,2024-07-25,C0298,P0148,2,20661.04,0.15,35123.77
O00247,2024-04-19,C0396,P0151,5,20038.09,0.0,100190.45
O00248,2024-05-09,C0054,P0076,4,9705.91,0.0,38823.64
O00249,2023-04-29,C0426,P0037,3,16561.15,0.15,42230.93
O00250,2023-07-31,C0267,P0124,3,414.1,0.15,1055.96
O00251,2024-12-14,C0232,P0082,1,1291.64,0.0,1291.64
O00252,2023-01-24,C0435,P0088,1,2268.93,0.05,2155.48
O00253,2023-09-07,C0265,P0045,5,9643.33,0.2,38573.32
O00254,2024-03-12,C0491,P0119,2,17524.14,0.05,33295.87
O00255,2023-07-10,C0328,P0111,4,21537.95,0.2,68921.44
O00256,2023-07-22,C0231,P0152,4,14505.58,0.05,55121.2
O00257,2023-07-30,C0143,P0017,5,16510.94,0.2,66043.76
O00258,2023-07-11,C0188,P0084,2,11892.62,0.1,21406.72
O00259,2024-11-17,C0442,P0126,5,4472.66,0.1,20126.97
O00260,2024-09-03,C0199,P0157,4,2596.15,0.1,9346.14
O00261,2023-12-27,C0433,P0118,5,22791.06,0.1,102559.77
O00262,2024-09-21,C0303,P0022,2,2431.73,0.05,4620.29
O00263,2023-11-09,C0060,P0047,3,13710.35,0.2,32904.84
O00264,2024-02-02,C0215,P0153,2,11264.9,0.15,19150.33
O00265,2023-07-10,C0250,P0138,2,7678.34,0.15,13053.18
O00266,2023-10-23,C0072,P0048,3,25528.57,0.2,61268.57
O00267,2023-02-24,C0444,P0092,1,25739.25,0.05,24452.29
O00268,2024-01-29,C0494,P0144,5,9115.9,0.15,38742.57
O00269,2024-12-02,C0252,P0107,4,14664.07,0.0,58656.28
O00270,2024-08-01,C0016,P0057,3,19075.83,0.05,54366.12
O00271,2024-07-04,C0148,P0044,4,24145.73,0.15,82095.48
O00272,2024-07-16,C0262,P0029,5,17164.48,0.2,68657.92
O00273,2024-01-11,C0278,P0011,4,19704.86,0.15,66996.52
O00274,2023-04-15,C0377,P0064,3,903.13,0.0,2709.39
O00275,2024-04-05,C0135,P0090,1,7201.33,0.0,7201.33
O00276,2023-08-31,C0108,P0151,3,24944.81,0.2,59867.54
O00277,2024-10-09,C0220,P0043,5,1677.72,0.05,7969.17
O00278,2023-07-31,C0413,P0016,5,15496.2,0.1,69732.9
O00279,2024-09-03,C0276,P0044,3,27155.89,0.1,73320.9
O00280,2023-10-24,C0294,P0069,5,10019.3,0.0,50096.5
O00281,2023-05-19,C0493,P0106,1,16790.5,0.05,15950.97
O00282,2024-12-19,C0444,P0034,2,18687.54,0.1,33637.57
O00283,2023-09-11,C0390,P0101,4,15466.34,0.1,55678.82
O00284,2024-10-04,C0213,P0097,4,5037.85,0.0,20151.4
O00285,2024-02-17,C0264,P0072,3,3555.73,0.15,9067.11
O00286,2023-12-02,C0298,P0001,1,12456.51,0.15,10588.03
O00287,2024-10-12,C0341,P0092,1,28214.56,0.15,23982.38
O00288,2023-08-12,C0496,P0110,2,22567.93,0.1,40622.27
O00289,2023-10-18,C0173,P0141,5,13903.63,0.15,59090.43
O00290,2023-12-18,C0458,P0013,1,20633.51,0.15,17538.48
O00291,2023-01-17,C0064,P0041,4,22712.22,0.15,77221.55
O00292,2023-07-27,C0353,P0034,3,18769.7,0.1,50678.19
O00293,2023-04-06,C0336,P0093,3,10404.69,0.05,29653.37
O00294,2023-02-23,C0203,P0079,2,12245.98,0.0,24491.96
O00295,2024-12-21,C0049,P0001,2,11547.13,0.05,21939.55
O00296,2024-08-30,C0116,P0133,4,13722.71,0.1,49401.76
O00297,2023-05-04,C0441,P0109,2,17266.57,0.05,32806.48
O00298,2024-01-28,C0046,P0027,1,6479.61,0.1,5831.65
O00299,2023-05-21,C0196,P0035,2,17874.93,0.2,28599.89
O00300,2023-01-09,C0313,P0043,4,1800.8,0.05,6843.04
O00301,2024-10-05,C0384,P0039,4,25336.83,0.15,86145.22
O00302,2023-08-11,C0045,P0026,2,25619.75,0.2,40991.6
O00303,2024-01-29,C0180,P0110,3,24629.21,0.05,70193.25
O00304,2023-10-11,C0331,P0022,2,2622.42,0.2,4195.87
O00305,2024-09-14,C0146,P0007,3,13691.14,0.2,32858.74
O00306,2024-06-05,C0097,P0101,3,18161.55,0.05,51760.42
O00307,2024-05-21,C0198,P0029,2,19473.94,0.2,31158.3
O00308,2023-03-14,C0271,P0004,3,24957.88,0.05,71129.96
O00309,2024-02-01,C0441,P0146,4,9630.5,0.05,36595.9
O00310,2024-04-27,C0489,P0019,1,24145.68,0.0,24145.68
O00311,2023-09-26,C0111,P0011,1,22109.88,0.15,18793.4
O00312,2024-06-02,C0147,P0129,4,8822.21,0.15,29995.51
O00313,2023-03-26,C0328,P0138,5,7820.38,0.1,35191.71
O00314,2023-03-27,C0159,P0021,5,17144.04,0.05,81434.19
O00315,2024-07-03,C0168,P0101,5,18098.04,0.0,90490.2
O00316,2023-11-14,C0358,P0112,2,8044.75,0.0,16089.5
O00317,2024-03-20,C0060,P0117,5,21742.37,0.1,97840.66
O00318,2024-11-13,C0380,P0045,1,9154.65,0.05,8696.92
O00319,2024-12-19,C0006,P0042,4,27138.77,0.2,86844.06
O00320,2024-06-13,C0401,P0067,2,19168.43,0.1,34503.17
O00321,2023-05-01,C0395,P0008,3,8601.9,0.1,23225.13
O00322,2024-06-20,C0033,P0068,5,6046.92,0.15,25699.41
O00323,2024-04-11,C0262,P0093,1,11937.21,0.2,9549.77
O00324,2023-06-20,C0189,P0041,3,24956.23,0.2,59894.95
O00325,2024-11-21,C0371,P0030,2,3463.36,0.0,6926.72
O00326,2023-02-15,C0440,P0004,2,18942.24,0.1,34096.03
O00327,2024-01-28,C0472,P0039,2,27708.5,0.0,55417.0
O00328,2024-07-20,C0412,P0108,2,3219.47,0.15,5473.1
O00329,2023-11-24,C0139,P0020,5,7890.55,0.2,31562.2
O00330,2024-11-20,C0462,P0014,2,19049.11,0.2,30478.58
O00331,2023-02-17,C0489,P0103,1,2218.62,0.1,1996.76
O00332,2023-11-15,C0168,P0023,5,19240.63,0.1,86582.84
O00333,2023-07-25,C0150,P0145,3,20924.73,0.05,59635.48
O00334,2024-04-20,C0189,P0152,4,17319.74,0.05,65815.01
O00335,2024-07-13,C0390,P0063,2,14229.25,0.15,24189.72
O00336,2023-01-25,C0120,P0139,3,13320.74,0.0,39962.22
O00337,2023-12-10,C0001,P0097,3,5088.55,0.2,12212.52
O00338,2023-09-01,C0215,P0126,1,4480.65,0.05,4256.62
O00339,2024-12-29,C0144,P0024,1,4136.44,0.2,3309.15
O00340,2024-02-27,C0359,P0096,4,22981.19,0.0,91924.76
O00341,2024-08-17,C0049,P0130,2,19629.05,0.15,33369.38
O00342,2023-03-18,C0304,P0146,1,9845.56,0.05,9353.28
O00343,2023-08-31,C0150,P0067,3,22571.07,0.15,57556.23
O00344,2024-12-18,C0426,P0084,3,11874.85,0.05,33843.32
O00345,2023-03-18,C0484,P0052,2,4602.4,0.2,7363.84
O00346,2023-04-22,C0080,P0028,2,12466.27,0.1,22439.29
O00347,2024-02-21,C0062,P0138,3,8630.26,0.05,24596.24
O00348,2024-04-07,C0158,P0119,3,17794.46,0.0,53383.38
O00349,2023-06-11,C0414,P0078,5,11849.4,0.1,53322.3
O00350,2023-06-01,C0047,P0064,3,783.89,0.0,2351.67
O00351,2024-11-24,C0154,P0067,2,17075.98,0.15,29029.17
O00352,2024-04-08,C0285,P0141,2,13730.5,0.0,27461.0
O00353,2023-05-24,C0063,P0004,1,24256.34,0.05,23043.52
O00354,2023-05-14,C0102,P0103,3,2101.96,0.0,6305.88
O00355,2024-08-19,C0301,P0067,1,17018.99,0.0,17018.99
O00356,2023-07-22,C0463,P0114,2,5274.77,0.1,9494.59
O00357,2023-05-06,C0022,P0119,1,14413.41,0.2,11530.73
O00358,2024-03-19,C0421,P0102,4,3582.47,0.15,12180.4
O00359,2023-06-26,C0182,P0055,2,1025.81,0.15,1743.88
O00360,2023-06-02,C0018,P0158,5,6757.75,0.1,30409.88
O00361,2024-05-25,C0211,P0141,4,13567.62,0.1,48843.43
O00362,2024-01-28,C0071,P0108,2,3555.74,0.2,5689.18
O00363,2023-09-13,C0323,P0140,1,1644.23,0.1,1479.81
O00364,2024-05-06,C0279,P0125,3,16721.09,0.2,40130.62
O00365,2023-11-26,C0199,P0070,2,20021.53,0.2,32034.45
O00366,2023-08-13,C0016,P0072,1,3948.45,0.15,3356.18
O00367,2024-06-26,C0184,P0150,2,850.68,0.0,1701.36
O00368,2023-09-11,C0337,P0062,3,12088.44,0.0,36265.32
O00369,2023-08-13,C0295,P0100,3,3070.07,0.05,8749.7
O00370,2023-06-30,C0122,P0152,3,16434.4,0.1,44372.88
O00371,2024-08-28,C0015,P0091,5,14656.03,0.2,58624.12
O00372,2023-07-12,C0429,P0127,5,987.47,0.15,4196.75
O00373,2023-02-08,C0047,P0015,2,9620.55,0.0,19241.1
O00374,2024-06-23,C0245,P0001,3,13125.57,0.05,37407.87
O00375,2023-05-14,C0175,P0046,3,21280.68,0.05,60649.94
O00376,2024-08-23,C0361,P0037,1,19452.65,0.1,17507.39
O00377,2023-03-16,C0192,P0102,5,3674.7,0.1,16536.15
O00378,2023-11-27,C0070,P0041,4,25087.37,0.15,85297.06
O00379,2024-10-26,C0163,P0045,5,11410.94,0.2,45643.76
O00380,2024-01-01,C0115,P0151,2,21610.6,0.1,38899.08
O00381,2023-05-11,C0091,P0001,5,11242.22,0.2,44968.88
O00382,2023-02-03,C0094,P0155,3,23591.82,0.2,56620.37
O00383,2023-08-15,C0328,P0145,1,22106.68,0.05,21001.35
O00384,2023-12-06,C0382,P0020,2,7824.86,0.1,14084.75
O00385,2023-06-21,C0326,P0023,3,19179.93,0.1,51785.81
O00386,2023-08-03,C0128,P0018,3,20203.62,0.0,60610.86
O00387,2023-01-02,C0025,P0099,4,12787.05,0.05,48590.79
O00388,2024-02-28,C0253,P0097,3,5876.76,0.0,17630.28
O00389,2024-05-05,C0404,P0148,2,18830.63,0.0,37661.26
O00390,2023-02-04,C0151,P0006,3,5897.8,0.0,17693.4
O00391,2023-03-17,C0176,P0044,4,21198.23,0.0,84792.92
O00392,2024-07-14,C0483,P0024,3,3767.73,0.2,9042.55
O00393,2024-05-09,C0361,P0008,4,8929.17,0.05,33930.85
O00394,2024-09-13,C0456,P0112,2,8032.29,0.1,14458.12
O00395,2023-07-30,C0499,P0049,4,12661.07,0.2,40515.42
O00396,2023-09-29,C0339,P0073,3,4367.84,0.0,13103.52
O00397,2024-02-07,C0293,P0141,4,14014.62,0.1,50452.63
